Name,External ID,Control ID,Statement ID,Control Question
RA-5(b) Vulnerability Monitoring and Scanning,ra-5_smt.b,ra-5,ra-5_smt.b,"Employ vulnerability monitoring tools and techniques that facilitate interoperability among tools and automate parts of the vulnerability management process by using standards for: 1. Enumerating platforms, software flaws, and improper configurations; 2. Formatting checklists and test procedures; and 3. Measuring vulnerability impact;"
RA-5(c) Vulnerability Monitoring and Scanning,ra-5_smt.c,ra-5,ra-5_smt.c,Analyze vulnerability scan reports and results from vulnerability monitoring;
RA-5(d) Vulnerability Monitoring and Scanning,ra-5_smt.d,ra-5,ra-5_smt.d,Remediate legitimate vulnerabilities [response times] in accordance with an organizational assessment of risk;
RA-5(e) Vulnerability Monitoring and Scanning,ra-5_smt.e,ra-5,ra-5_smt.e,Share information obtained from the vulnerability monitoring process and control assessments with [personnel or roles] to help eliminate similar vulnerabilities in other systems; and
RA-5(f) Vulnerability Monitoring and Scanning,ra-5_smt.f,ra-5,ra-5_smt.f,Employ vulnerability monitoring tools that include the capability to readily update the vulnerabilities to be scanned.
RA-5.2 Update Vulnerabilities to Be Scanned,ra-5.2,ra-5.2,,Update the system vulnerabilities to be scanned [ | prior to a new scan | when new vulnerabilities are identified and reported].
RA-5.3 Breadth and Depth of Coverage,ra-5.3,ra-5.3,,Define the breadth and depth of vulnerability scanning coverage.
RA-5.5 Privileged Access,ra-5.5,ra-5.5,,Implement privileged access authorization to [system components] for [vulnerability scanning activities].
RA-5.11 Public Disclosure Program,ra-5.11,ra-5.11,,Establish a public reporting channel for receiving reports of vulnerabilities in organizational systems and system components.
RA-7 Risk Response,ra-7,ra-7,,"Respond to findings from security and privacy assessments, monitoring, and audits in accordance with organizational risk tolerance."
RA-9 Criticality Analysis,ra-9,ra-9,,"Identify critical system components and functions by performing a criticality analysis for [systems, system components, or system services] at [decision points in the system development life cycle]."
SA-1(a) Policy and Procedures,sa-1_smt.a,sa-1,sa-1_smt.a,"Develop, document, and disseminate to [organization-defined personnel or roles]: 1. [organization-level | mission/business process-level | system-level] system and services acquisition policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the system and services acquisition policy and the associated system and services acquisition controls;"
SA-1(b) Policy and Procedures,sa-1_smt.b,sa-1,sa-1_smt.b,"Designate an [official] to manage the development, documentation, and dissemination of the system and services acquisition policy and procedures; and"
SA-1(c) Policy and Procedures,sa-1_smt.c,sa-1,sa-1_smt.c,Review and update the current system and services acquisition: 1. Policy [frequency] and following [events] ; and 2. Procedures [frequency] and following [events].
SA-2(a) Allocation of Resources,sa-2_smt.a,sa-2,sa-2_smt.a,Determine the high-level information security and privacy requirements for the system or system service in mission and business process planning;
SA-2(b) Allocation of Resources,sa-2_smt.b,sa-2,sa-2_smt.b,"Determine, document, and allocate the resources required to protect the system or system service as part of the organizational capital planning and investment control process; and"
SA-2(c) Allocation of Resources,sa-2_smt.c,sa-2,sa-2_smt.c,Establish a discrete line item for information security and privacy in organizational programming and budgeting documentation.
SA-3(a) System Development Life Cycle,sa-3_smt.a,sa-3,sa-3_smt.a,"Acquire, develop, and manage the system using [system-development life cycle] that incorporates information security and privacy considerations;"
SA-3(b) System Development Life Cycle,sa-3_smt.b,sa-3,sa-3_smt.b,Define and document information security and privacy roles and responsibilities throughout the system development life cycle;
SA-3(c) System Development Life Cycle,sa-3_smt.c,sa-3,sa-3_smt.c,Identify individuals having information security and privacy roles and responsibilities; and
SA-3(d) System Development Life Cycle,sa-3_smt.d,sa-3,sa-3_smt.d,Integrate the organizational information security and privacy risk management process into system development life cycle activities.
SA-4(a) Acquisition Process,sa-4_smt.a,sa-4,sa-4_smt.a,Security and privacy functional requirements;
SA-4(b) Acquisition Process,sa-4_smt.b,sa-4,sa-4_smt.b,Strength of mechanism requirements;
SA-4(c) Acquisition Process,sa-4_smt.c,sa-4,sa-4_smt.c,Security and privacy assurance requirements;
SA-4(d) Acquisition Process,sa-4_smt.d,sa-4,sa-4_smt.d,Controls needed to satisfy the security and privacy requirements.
SA-4(e) Acquisition Process,sa-4_smt.e,sa-4,sa-4_smt.e,Security and privacy documentation requirements;
SA-4(f) Acquisition Process,sa-4_smt.f,sa-4,sa-4_smt.f,Requirements for protecting security and privacy documentation;
SA-4(g) Acquisition Process,sa-4_smt.g,sa-4,sa-4_smt.g,Description of the system development environment and environment in which the system is intended to operate;
SA-4(h) Acquisition Process,sa-4_smt.h,sa-4,sa-4_smt.h,"Allocation of responsibility or identification of parties responsible for information security, privacy, and supply chain risk management; and"
SA-4(i) Acquisition Process,sa-4_smt.i,sa-4,sa-4_smt.i,Acceptance criteria.
SA-4.1 Functional Properties of Controls,sa-4.1,sa-4.1,,"Require the developer of the system, system component, or system service to provide a description of the functional properties of the controls to be implemented."
SA-4.2 Design and Implementation Information for Controls,sa-4.2,sa-4.2,,"Require the developer of the system, system component, or system service to provide design and implementation information for the controls that includes: [security-relevant external system interfaces | high-level design | low-level design | source code or hardware schematics | ] at [level of detail]."
"SA-4.9 Functions, Ports, Protocols, and Services in Use",sa-4.9,sa-4.9,,"Require the developer of the system, system component, or system service to identify the functions, ports, protocols, and services intended for organizational use."
SA-4.10 Use of Approved PIV Products,sa-4.10,sa-4.10,,Employ only information technology products on the FIPS 201-approved products list for Personal Identity Verification (PIV) capability implemented within organizational systems.
SA-5(a) System Documentation,sa-5_smt.a,sa-5,sa-5_smt.a,"Obtain or develop administrator documentation for the system, system component, or system service that describes: 1. Secure configuration, installation, and operation of the system, component, or service; 2. Effective use and maintenance of security and privacy functions and mechanisms; and 3. Known vulnerabilities regarding configuration and use of administrative or privileged functions;"
SA-5(b) System Documentation,sa-5_smt.b,sa-5,sa-5_smt.b,"Obtain or develop user documentation for the system, system component, or system service that describes: 1. User-accessible security and privacy functions and mechanisms and how to effectively use those functions and mechanisms; 2. Methods for user interaction, which enables individuals to use the system, component, or service in a more secure manner and protect individual privacy; and 3. User responsibilities in maintaining the security of the system, component, or service and privacy of individuals;"
SA-5(c) System Documentation,sa-5_smt.c,sa-5,sa-5_smt.c,"Document attempts to obtain system, system component, or system service documentation when such documentation is either unavailable or nonexistent and take [actions] in response; and"
SA-5(d) System Documentation,sa-5_smt.d,sa-5,sa-5_smt.d,Distribute documentation to [personnel or roles].
SA-8 Security and Privacy Engineering Principles,sa-8,sa-8,,"Apply the following systems security and privacy engineering principles in the specification, design, development, implementation, and modification of the system and system components: [organization-defined systems security and privacy engineering principles]."
SA-9(a) External System Services,sa-9_smt.a,sa-9,sa-9_smt.a,Require that providers of external system services comply with organizational security and privacy requirements and employ the following controls: [controls];
SA-9(b) External System Services,sa-9_smt.b,sa-9,sa-9_smt.b,Define and document organizational oversight and user roles and responsibilities with regard to external system services; and
SA-9(c) External System Services,sa-9_smt.c,sa-9,sa-9_smt.c,"Employ the following processes, methods, and techniques to monitor control compliance by external service providers on an ongoing basis: [processes, methods, and techniques]."
SA-9.1(a) Risk Assessments and Organizational Approvals,sa-9.1_smt.a,sa-9.1,sa-9.1_smt.a,Conduct an organizational assessment of risk prior to the acquisition or outsourcing of information security services; and
SA-9.1(b) Risk Assessments and Organizational Approvals,sa-9.1_smt.b,sa-9.1,sa-9.1_smt.b,Verify that the acquisition or outsourcing of dedicated information security services is approved by [personnel or roles].
"SA-9.2 Identification of Functions, Ports, Protocols, and Services",sa-9.2,sa-9.2,,"Require providers of the following external system services to identify the functions, ports, protocols, and other services required for the use of such services: [external system services]."
"SA-9.5 Processing, Storage, and Service Location",sa-9.5,sa-9.5,,Restrict the location of [information processing | information or data | system services] to [locations] based on [requirements].
SA-10(a) Developer Configuration Management,sa-10_smt.a,sa-10,sa-10_smt.a,"Perform configuration management during system, component, or service [design | development | implementation | operation | disposal];"
SA-10(b) Developer Configuration Management,sa-10_smt.b,sa-10,sa-10_smt.b,"Document, manage, and control the integrity of changes to [configuration items];"
SA-10(c) Developer Configuration Management,sa-10_smt.c,sa-10,sa-10_smt.c,"Implement only organization-approved changes to the system, component, or service;"
SA-10(d) Developer Configuration Management,sa-10_smt.d,sa-10,sa-10_smt.d,"Document approved changes to the system, component, or service and the potential security and privacy impacts of such changes; and"
SA-10(e) Developer Configuration Management,sa-10_smt.e,sa-10,sa-10_smt.e,"Track security flaws and flaw resolution within the system, component, or service and report findings to [personnel]."
SA-11(a) Developer Testing and Evaluation,sa-11_smt.a,sa-11,sa-11_smt.a,Develop and implement a plan for ongoing security and privacy control assessments;
SA-11(b) Developer Testing and Evaluation,sa-11_smt.b,sa-11,sa-11_smt.b,Perform [unit | integration | system | regression] testing/evaluation [frequency to conduct] at [depth and coverage];
SA-11(c) Developer Testing and Evaluation,sa-11_smt.c,sa-11,sa-11_smt.c,Produce evidence of the execution of the assessment plan and the results of the testing and evaluation;
SA-11(d) Developer Testing and Evaluation,sa-11_smt.d,sa-11,sa-11_smt.d,Implement a verifiable flaw remediation process; and
SA-11(e) Developer Testing and Evaluation,sa-11_smt.e,sa-11,sa-11_smt.e,Correct flaws identified during testing and evaluation.
SA-11.1 Static Code Analysis,sa-11.1,sa-11.1,,"Require the developer of the system, system component, or system service to employ static code analysis tools to identify common flaws and document the results of the analysis. Requirement: The service provider must document its methodology for reviewing newly developed code for the Service in its Continuous Monitoring Plan."
SA-11.2(a) Threat Modeling and Vulnerability Analyses,sa-11.2_smt.a,sa-11.2,sa-11.2_smt.a,Uses the following contextual information: [information];
SA-11.2(b) Threat Modeling and Vulnerability Analyses,sa-11.2_smt.b,sa-11.2,sa-11.2_smt.b,Employs the following tools and methods: [tools and methods];
SA-11.2(c) Threat Modeling and Vulnerability Analyses,sa-11.2_smt.c,sa-11.2,sa-11.2_smt.c,Conducts the modeling and analyses at the following level of rigor: [organization-defined breadth and depth of modeling and analyses] ; and
SA-11.2(d) Threat Modeling and Vulnerability Analyses,sa-11.2_smt.d,sa-11.2,sa-11.2_smt.d,Produces evidence that meets the following acceptance criteria: [organization-defined acceptance criteria].
"SA-15(a) Development Process, Standards, and Tools",sa-15_smt.a,sa-15,sa-15_smt.a,"Require the developer of the system, system component, or system service to follow a documented development process that: 1. Explicitly addresses security and privacy requirements; 2. Identifies the standards and tools used in the development process; 3. Documents the specific tool options and tool configurations used in the development process; and 4. Documents, manages, and ensures the integrity of changes to the process and/or tools used in development; and"
"SA-15(b) Development Process, Standards, and Tools",sa-15_smt.b,sa-15,sa-15_smt.b,"Review the development process, standards, tools, tool options, and tool configurations [frequency] to determine if the process, standards, tools, tool options and tool configurations selected and employed can satisfy the following security and privacy requirements: [organization-defined security and privacy requirements]."
SA-15.3(a) Criticality Analysis,sa-15.3_smt.a,sa-15.3,sa-15.3_smt.a,At the following decision points in the system development life cycle: [decision points] ; and
SA-15.3(b) Criticality Analysis,sa-15.3_smt.b,sa-15.3,sa-15.3_smt.b,At the following level of rigor: [organization-defined breadth and depth of criticality analysis].
SA-22(a) Unsupported System Components,sa-22_smt.a,sa-22,sa-22_smt.a,"Replace system components when support for the components is no longer available from the developer, vendor, or manufacturer; or"
SA-22(b) Unsupported System Components,sa-22_smt.b,sa-22,sa-22_smt.b,Provide the following options for alternative sources for continued support for unsupported components [in-house support | ].
SC-1(a) Policy and Procedures,sc-1_smt.a,sc-1,sc-1_smt.a,"Develop, document, and disseminate to [organization-defined personnel or roles]: 1. [organization-level | mission/business-process-level | system-level] system and communications protection policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the system and communications protection policy and the associated system and communications protection controls;"
SC-1(b) Policy and Procedures,sc-1_smt.b,sc-1,sc-1_smt.b,"Designate an [official] to manage the development, documentation, and dissemination of the system and communications protection policy and procedures; and"
SC-1(c) Policy and Procedures,sc-1_smt.c,sc-1,sc-1_smt.c,Review and update the current system and communications protection: 1. Policy [frequency] and following [events] ; and 2. Procedures [frequency] and following [events].
SC-2 Separation of System and User Functionality,sc-2,sc-2,,"Separate user functionality, including user interface services, from system management functionality."
SC-4 Information in Shared System Resources,sc-4,sc-4,,Prevent unauthorized and unintended information transfer via shared system resources.
SC-5(a) Denial-of-service Protection,sc-5_smt.a,sc-5,sc-5_smt.a,[protect against | limit] the effects of the following types of denial-of-service events: [types of denial-of-service events] ; and
SC-5(b) Denial-of-service Protection,sc-5_smt.b,sc-5,sc-5_smt.b,Employ the following controls to achieve the denial-of-service objective: [controls by type of denial-of-service event].
SC-7(a) Boundary Protection,sc-7_smt.a,sc-7,sc-7_smt.a,Monitor and control communications at the external managed interfaces to the system and at key internal managed interfaces within the system;
SC-7(b) Boundary Protection,sc-7_smt.b,sc-7,sc-7_smt.b,Implement subnetworks for publicly accessible system components that are [physically | logically] separated from internal organizational networks; and
SC-7(c) Boundary Protection,sc-7_smt.c,sc-7,sc-7_smt.c,Connect to external networks or systems only through managed interfaces consisting of boundary protection devices arranged in accordance with an organizational security and privacy architecture.
SC-7.3 Access Points,sc-7.3,sc-7.3,,Limit the number of external network connections to the system.
SC-7.4(a) External Telecommunications Services,sc-7.4_smt.a,sc-7.4,sc-7.4_smt.a,Implement a managed interface for each external telecommunication service;
SC-7.4(b) External Telecommunications Services,sc-7.4_smt.b,sc-7.4,sc-7.4_smt.b,Establish a traffic flow policy for each managed interface;
SC-7.4(c) External Telecommunications Services,sc-7.4_smt.c,sc-7.4,sc-7.4_smt.c,Protect the confidentiality and integrity of the information being transmitted across each interface;
SC-7.4(d) External Telecommunications Services,sc-7.4_smt.d,sc-7.4,sc-7.4_smt.d,Document each exception to the traffic flow policy with a supporting mission or business need and duration of that need;
SC-7.4(e) External Telecommunications Services,sc-7.4_smt.e,sc-7.4,sc-7.4_smt.e,Review exceptions to the traffic flow policy [frequency] and remove exceptions that are no longer supported by an explicit mission or business need;
SC-7.4(f) External Telecommunications Services,sc-7.4_smt.f,sc-7.4,sc-7.4_smt.f,Prevent unauthorized exchange of control plane traffic with external networks;
SC-7.4(g) External Telecommunications Services,sc-7.4_smt.g,sc-7.4,sc-7.4_smt.g,Publish information to enable remote networks to detect unauthorized control plane traffic from internal networks; and
SC-7.4(h) External Telecommunications Services,sc-7.4_smt.h,sc-7.4,sc-7.4_smt.h,Filter unauthorized control plane traffic from external networks.
SC-7.5 Deny by Default — Allow by Exception,sc-7.5,sc-7.5,,Deny network communications traffic by default and allow network communications traffic by exception [at managed interfaces | for ].
SC-7.7 Split Tunneling for Remote Devices,sc-7.7,sc-7.7,,Prevent split tunneling for remote devices connecting to organizational systems unless the split tunnel is securely provisioned using [safeguards].
SC-7.8 Route Traffic to Authenticated Proxy Servers,sc-7.8,sc-7.8,,Route [internal communications traffic] to [external networks] through authenticated proxy servers at managed interfaces.
SC-7.12 Host-based Protection,sc-7.12,sc-7.12,,Implement [host-based boundary protection mechanisms] at [system components].
SC-7.18 Fail Secure,sc-7.18,sc-7.18,,Prevent systems from entering unsecure states in the event of an operational failure of a boundary protection device.
SC-8 Transmission Confidentiality and Integrity,sc-8,sc-8,,Protect the [confidentiality | integrity] of transmitted information.
SC-8.1 Cryptographic Protection,sc-8.1,sc-8.1,,Implement cryptographic mechanisms to [prevent unauthorized disclosure of information | detect changes to information] during transmission. Requirement: Please ensure SSP Section 10.3 Cryptographic Modules Implemented for Data At Rest (DAR) and Data In Transit (DIT) is fully populated for reference in this control.
SC-10 Network Disconnect,sc-10,sc-10,,Terminate the network connection associated with a communications session at the end of the session or after [time period] of inactivity.
SC-12 Cryptographic Key Establishment and Management,sc-12,sc-12,,Establish and manage cryptographic keys when cryptography is employed within the system in accordance with the following key management requirements: [requirements].
SC-13(a) Cryptographic Protection,sc-13_smt.a,sc-13,sc-13_smt.a,Determine the [cryptographic uses] ; and
SC-13(b) Cryptographic Protection,sc-13_smt.b,sc-13,sc-13_smt.b,Implement the following types of cryptography required for each specified cryptographic use: [types of cryptography].
SC-15(a) Collaborative Computing Devices and Applications,sc-15_smt.a,sc-15,sc-15_smt.a,Prohibit remote activation of collaborative computing devices and applications with the following exceptions: [exceptions where remote activation is to be allowed] ; and
SC-15(b) Collaborative Computing Devices and Applications,sc-15_smt.b,sc-15,sc-15_smt.b,Provide an explicit indication of use to users physically present at the devices.
SC-17(a) Public Key Infrastructure Certificates,sc-17_smt.a,sc-17,sc-17_smt.a,Issue public key certificates under an [certificate policy] or obtain public key certificates from an approved service provider; and
SC-17(b) Public Key Infrastructure Certificates,sc-17_smt.b,sc-17,sc-17_smt.b,Include only approved trust anchors in trust stores or certificate stores managed by the organization.
SC-18(a) Mobile Code,sc-18_smt.a,sc-18,sc-18_smt.a,Define acceptable and unacceptable mobile code and mobile code technologies; and
SC-18(b) Mobile Code,sc-18_smt.b,sc-18,sc-18_smt.b,"Authorize, monitor, and control the use of mobile code within the system."
SC-20(a) Secure Name/Address Resolution Service (Authoritative Source),sc-20_smt.a,sc-20,sc-20_smt.a,Provide additional data origin authentication and integrity verification artifacts along with the authoritative name resolution data the system returns in response to external name/address resolution queries; and
SC-20(b) Secure Name/Address Resolution Service (Authoritative Source),sc-20_smt.b,sc-20,sc-20_smt.b,"Provide the means to indicate the security status of child zones and (if the child supports secure resolution services) to enable verification of a chain of trust among parent and child domains, when operating as part of a distributed, hierarchical namespace."
SC-21 Secure Name/Address Resolution Service (Recursive or Caching Resolver),sc-21,sc-21,,"Request and perform data origin authentication and data integrity verification on the name/address resolution responses the system receives from authoritative sources. Requirement: Control description should include how DNSSEC is implemented on recursive DNS servers to make DNSSEC requests when resolving DNS requests from internal components to domains external to the CSO boundary. Requirement: Internal recursive DNS servers must be located inside an authorized environment. It is typically within the boundary, or leveraged from an underlying IaaS/PaaS."
SC-22 Architecture and Provisioning for Name/Address Resolution Service,sc-22,sc-22,,Ensure the systems that collectively provide name/address resolution service for an organization are fault-tolerant and implement internal and external role separation.
SC-23 Session Authenticity,sc-23,sc-23,,Protect the authenticity of communications sessions.
SC-28 Protection of Information at Rest,sc-28,sc-28,,Protect the [confidentiality | integrity] of the following information at rest: [information at rest].
SC-28.1 Cryptographic Protection,sc-28.1,sc-28.1,,Implement cryptographic mechanisms to prevent unauthorized disclosure and modification of the following information at rest on [system components or media]: [information].
SC-39 Process Isolation,sc-39,sc-39,,Maintain a separate execution domain for each executing system process.
SC-45 System Time Synchronization,sc-45,sc-45,,Synchronize system clocks within and between systems and system components.
SC-45.1(a) Synchronization with Authoritative Time Source,sc-45.1_smt.a,sc-45.1,sc-45.1_smt.a,Compare the internal system clocks [frequency] with [authoritative time source] ; and
SC-45.1(b) Synchronization with Authoritative Time Source,sc-45.1_smt.b,sc-45.1,sc-45.1_smt.b,Synchronize the internal system clocks to the authoritative time source when the time difference is greater than [time period].
SI-1(a) Policy and Procedures,si-1_smt.a,si-1,si-1_smt.a,"Develop, document, and disseminate to [organization-defined personnel or roles]: 1. [organization-level | mission/business process-level | system-level] system and information integrity policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the system and information integrity policy and the associated system and information integrity controls;"
SI-1(b) Policy and Procedures,si-1_smt.b,si-1,si-1_smt.b,"Designate an [official] to manage the development, documentation, and dissemination of the system and information integrity policy and procedures; and"
SI-1(c) Policy and Procedures,si-1_smt.c,si-1,si-1_smt.c,Review and update the current system and information integrity: 1. Policy [frequency] and following [events] ; and 2. Procedures [frequency] and following [events].
SI-2(a) Flaw Remediation,si-2_smt.a,si-2,si-2_smt.a,"Identify, report, and correct system flaws;"
SI-2(b) Flaw Remediation,si-2_smt.b,si-2,si-2_smt.b,Test software and firmware updates related to flaw remediation for effectiveness and potential side effects before installation;
SI-2(c) Flaw Remediation,si-2_smt.c,si-2,si-2_smt.c,Install security-relevant software and firmware updates within [time period] of the release of the updates; and
SI-2(d) Flaw Remediation,si-2_smt.d,si-2,si-2_smt.d,Incorporate flaw remediation into the organizational configuration management process.
SI-2.2 Automated Flaw Remediation Status,si-2.2,si-2.2,,Determine if system components have applicable security-relevant software and firmware updates installed using [automated mechanisms] [frequency].
SI-2.3(a) Time to Remediate Flaws and Benchmarks for Corrective Actions,si-2.3_smt.a,si-2.3,si-2.3_smt.a,Measure the time between flaw identification and flaw remediation; and
SI-2.3(b) Time to Remediate Flaws and Benchmarks for Corrective Actions,si-2.3_smt.b,si-2.3,si-2.3_smt.b,Establish the following benchmarks for taking corrective actions: [benchmarks].
SI-3(a) Malicious Code Protection,si-3_smt.a,si-3,si-3_smt.a,Implement [signature-based | non-signature-based] malicious code protection mechanisms at system entry and exit points to detect and eradicate malicious code;
SI-3(b) Malicious Code Protection,si-3_smt.b,si-3,si-3_smt.b,Automatically update malicious code protection mechanisms as new releases are available in accordance with organizational configuration management policy and procedures;
SI-3(c) Malicious Code Protection,si-3_smt.c,si-3,si-3_smt.c,"Configure malicious code protection mechanisms to: 1. Perform periodic scans of the system [frequency] and real-time scans of files from external sources at [endpoint | network entry and exit points] as the files are downloaded, opened, or executed in accordance with organizational policy; and 2. [block malicious code | quarantine malicious code | take ] ; and send alert to [personnel or roles] in response to malicious code detection; and"
SI-3(d) Malicious Code Protection,si-3_smt.d,si-3,si-3_smt.d,Address the receipt of false positives during malicious code detection and eradication and the resulting potential impact on the availability of the system.
SI-4(a) System Monitoring,si-4_smt.a,si-4,si-4_smt.a,"Monitor the system to detect: 1. Attacks and indicators of potential attacks in accordance with the following monitoring objectives: [monitoring objectives] ; and 2. Unauthorized local, network, and remote connections;"
SI-4(b) System Monitoring,si-4_smt.b,si-4,si-4_smt.b,Identify unauthorized use of the system through the following techniques and methods: [techniques and methods];
SI-4(c) System Monitoring,si-4_smt.c,si-4,si-4_smt.c,Invoke internal monitoring capabilities or deploy monitoring devices: 1. Strategically within the system to collect organization-determined essential information; and 2. At ad hoc locations within the system to track specific types of transactions of interest to the organization;
SI-4(d) System Monitoring,si-4_smt.d,si-4,si-4_smt.d,Analyze detected events and anomalies;
SI-4(e) System Monitoring,si-4_smt.e,si-4,si-4_smt.e,"Adjust the level of system monitoring activity when there is a change in risk to organizational operations and assets, individuals, other organizations, or the Nation;"
SI-4(f) System Monitoring,si-4_smt.f,si-4,si-4_smt.f,Obtain legal opinion regarding system monitoring activities; and
SI-4(g) System Monitoring,si-4_smt.g,si-4,si-4_smt.g,Provide [system monitoring information] to [personnel or roles] [as needed | ].
SI-4.1 System-wide Intrusion Detection System,si-4.1,si-4.1,,Connect and configure individual intrusion detection tools into a system-wide intrusion detection system.
SI-4.2 Automated Tools and Mechanisms for Real-time Analysis,si-4.2,si-4.2,,Employ automated tools and mechanisms to support near real-time analysis of events.
SI-4.4(a) Inbound and Outbound Communications Traffic,si-4.4_smt.a,si-4.4,si-4.4_smt.a,Determine criteria for unusual or unauthorized activities or conditions for inbound and outbound communications traffic;
SI-4.4(b) Inbound and Outbound Communications Traffic,si-4.4_smt.b,si-4.4,si-4.4_smt.b,Monitor inbound and outbound communications traffic [organization-defined frequency] for [organization-defined unusual or unauthorized activities or conditions].
SI-4.5 System-generated Alerts,si-4.5,si-4.5,,Alert [personnel or roles] when the following system-generated indications of compromise or potential compromise occur: [compromise indicators].
SI-4.16 Correlate Monitoring Information,si-4.16,si-4.16,,Correlate information from monitoring tools and mechanisms employed throughout the system.
SI-4.18 Analyze Traffic and Covert Exfiltration,si-4.18,si-4.18,,Analyze outbound communications traffic at external interfaces to the system and at the following interior points to detect covert exfiltration of information: [interior points].
SI-4.23 Host-based Devices,si-4.23,si-4.23,,Implement the following host-based monitoring mechanisms at [system components]: [host-based monitoring mechanisms].
"SI-5(a) Security Alerts, Advisories, and Directives",si-5_smt.a,si-5,si-5_smt.a,"Receive system security alerts, advisories, and directives from [external organizations] on an ongoing basis;"
"SI-5(b) Security Alerts, Advisories, and Directives",si-5_smt.b,si-5,si-5_smt.b,"Generate internal security alerts, advisories, and directives as deemed necessary;"
"SI-5(c) Security Alerts, Advisories, and Directives",si-5_smt.c,si-5,si-5_smt.c,"Disseminate security alerts, advisories, and directives to: [ | | ] ; and"
"SI-5(d) Security Alerts, Advisories, and Directives",si-5_smt.d,si-5,si-5_smt.d,"Implement security directives in accordance with established time frames, or notify the issuing organization of the degree of noncompliance."
SI-6(a) Security and Privacy Function Verification,si-6_smt.a,si-6,si-6_smt.a,Verify the correct operation of [organization-defined security and privacy functions];
SI-6(b) Security and Privacy Function Verification,si-6_smt.b,si-6,si-6_smt.b,Perform the verification of the functions specified in SI-6a [ | upon command by user with appropriate privilege | ];
SI-6(c) Security and Privacy Function Verification,si-6_smt.c,si-6,si-6_smt.c,Alert [personnel or roles] to failed security and privacy verification tests; and
SI-6(d) Security and Privacy Function Verification,si-6_smt.d,si-6,si-6_smt.d,[shut the system down | restart the system | ] when anomalies are discovered.
"SI-7(a) Software, Firmware, and Information Integrity",si-7_smt.a,si-7,si-7_smt.a,"Employ integrity verification tools to detect unauthorized changes to the following software, firmware, and information: [organization-defined software, firmware, and information] ; and"
"SI-7(b) Software, Firmware, and Information Integrity",si-7_smt.b,si-7,si-7_smt.b,"Take the following actions when unauthorized changes to the software, firmware, and information are detected: [organization-defined actions]."
SI-7.1 Integrity Checks,si-7.1,si-7.1,,"Perform an integrity check of [organization-defined software, firmware, and information] [at startup | at | ]."
SI-7.7 Integration of Detection and Response,si-7.7,si-7.7,,Incorporate the detection of the following unauthorized changes into the organizational incident response capability: [changes].
SI-8(a) Spam Protection,si-8_smt.a,si-8,si-8_smt.a,Employ spam protection mechanisms at system entry and exit points to detect and act on unsolicited messages; and
SI-8(b) Spam Protection,si-8_smt.b,si-8,si-8_smt.b,Update spam protection mechanisms when new releases are available in accordance with organizational configuration management policy and procedures.
SI-8.2 Automatic Updates,si-8.2,si-8.2,,Automatically update spam protection mechanisms [frequency].
SI-10 Information Input Validation,si-10,si-10,,Check the validity of the following information inputs: [information inputs]. Requirement: Validate all information inputs and document any exceptions
SI-11(a) Error Handling,si-11_smt.a,si-11,si-11_smt.a,Generate error messages that provide information necessary for corrective actions without revealing information that could be exploited; and
SI-11(b) Error Handling,si-11_smt.b,si-11,si-11_smt.b,Reveal error messages only to [personnel or roles].
SI-12 Information Management and Retention,si-12,si-12,,"Manage and retain information within the system and information output from the system in accordance with applicable laws, executive orders, directives, regulations, policies, standards, guidelines and operational requirements."
SI-16 Memory Protection,si-16,si-16,,Implement the following controls to protect the system memory from unauthorized code execution: [controls].
SR-1(a) Policy and Procedures,sr-1_smt.a,sr-1,sr-1_smt.a,"Develop, document, and disseminate to [organization-defined personnel or roles]: 1. [organization-level | mission/business process-level | system-level] supply chain risk management policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the supply chain risk management policy and the associated supply chain risk management controls;"
SR-1(b) Policy and Procedures,sr-1_smt.b,sr-1,sr-1_smt.b,"Designate an [official] to manage the development, documentation, and dissemination of the supply chain risk management policy and procedures; and"
SR-1(c) Policy and Procedures,sr-1_smt.c,sr-1,sr-1_smt.c,Review and update the current supply chain risk management: 1. Policy [frequency] and following [events] ; and 2. Procedures [frequency] and following [events].
SR-2(a) Supply Chain Risk Management Plan,sr-2_smt.a,sr-2,sr-2_smt.a,"Develop a plan for managing supply chain risks associated with the research and development, design, manufacturing, acquisition, delivery, integration, operations and maintenance, and disposal of the following systems, system components or system services: [systems, system components, or system services];"
